Date,Close
1980-12-12,0.09829747676849365
1980-12-15,0.09316924959421158
1980-12-16,0.0863308236002922
1980-12-17,0.08846761286258698
1980-12-18,0.0910324975848198
1980-12-19,0.09658807516098022
1980-12-22,0.10128896683454514
1980-12-23,0.10556329041719437
1980-12-24,0.11111888289451599
1980-12-26,0.1213761493563652
1980-12-29,0.12308553606271744
1980-12-30,0.12009407579898834
1980-12-31,0.11667528003454208
1981-01-02,0.11795733124017715
1981-01-05,0.11539321392774582
1981-01-06,0.11026415228843689
1981-01-07,0.10556329041719437
1981-01-08,0.10342653840780258
1981-01-09,0.10898211598396301
1981-01-12,0.10812737047672272
1981-01-13,0.10428120940923691
1981-01-14,0.10470857471227646
1981-01-15,0.10684537142515182
1981-01-16,0.10599061101675034
1981-01-19,0.11240092664957047
1981-01-20,0.10898211598396301
1981-01-21,0.11111888289451599
1981-01-22,0.11240092664957047
1981-01-23,0.1119735911488533
1981-01-26,0.11026415228843689
1981-01-27,0.10940945148468018
1981-01-28,0.10599061101675034
1981-01-29,0.10214446485042572
1981-01-30,0.09658807516098022
1981-02-02,0.0910324975848198
1981-02-03,0.09445134550333023
1981-02-04,0.0978701263666153
1981-02-05,0.0978701263666153
1981-02-06,0.09829747676849365
1981-02-09,0.09316924959421158
1981-02-10,0.09316924959421158
1981-02-11,0.09017778187990189
1981-02-12,0.08932231366634369
1981-02-13,0.08718550950288773
1981-02-17,0.08932231366634369
1981-02-18,0.09316924959421158
1981-02-19,0.08761288225650787
1981-02-20,0.08291198313236237
1981-02-23,0.08419406414031982
1981-02-24,0.08120259642601013
1981-02-25,0.0863308236002922
1981-02-26,0.08761288225650787
1981-02-27,0.09060516208410263
1981-03-02,0.0910324975848198
1981-03-03,0.08975041657686234
1981-03-04,0.08889495581388474
1981-03-05,0.08846761286258698
1981-03-06,0.08761288225650787
1981-03-09,0.08077521622180939
1981-03-10,0.07692825049161911
1981-03-11,0.07393680512905121
1981-03-12,0.07692825049161911
1981-03-13,0.07607357203960419
1981-03-16,0.07906583696603775
1981-03-17,0.08291198313236237
1981-03-18,0.08804024755954742
1981-03-19,0.08718550950288773
1981-03-20,0.08804024755954742
1981-03-23,0.09145984053611755
1981-03-24,0.0910324975848198
1981-03-25,0.08932231366634369
1981-03-26,0.08761288225650787
1981-03-27,0.08462140709161758
1981-03-30,0.08462140709161758
1981-03-31,0.08376669138669968
1981-04-01,0.08291198313236237
1981-04-02,0.09017778187990189
1981-04-03,0.09060516208410263
1981-04-06,0.08889495581388474
1981-04-07,0.08804024755954742
1981-04-08,0.09231451898813248
1981-04-09,0.09402398020029068
1981-04-10,0.09530606120824814
1981-04-13,0.09530606120824814
1981-04-14,0.09530606120824814
1981-04-15,0.09060516208410263
1981-04-16,0.08547612279653549
1981-04-20,0.08804024755954742
1981-04-21,0.09402398020029068
1981-04-22,0.09744279831647873
1981-04-23,0.10000693798065186
1981-04-24,0.09915218502283096
1981-04-27,0.09829747676849365
1981-04-28,0.09658807516098022
1981-04-29,0.09530606120824814
1981-04-30,0.09701550006866455
1981-05-01,0.09701550006866455
1981-05-04,0.09658807516098022
1981-05-05,0.09616076201200485
1981-05-06,0.09359662979841232
1981-05-07,0.0948786586523056
1981-05-08,0.09573337435722351
1981-05-11,0.09359662979841232
1981-05-12,0.09359662979841232
1981-05-13,0.09316924959421158
1981-05-14,0.09188719093799591
1981-05-15,0.09402398020029068
1981-05-18,0.09573337435722351
1981-05-19,0.09402398020029068
1981-05-20,0.09701550006866455
1981-05-21,0.10257180780172348
1981-05-22,0.1072726920247078
1981-05-26,0.10684537142515182
1981-05-27,0.11282830685377121
1981-05-28,0.11282830685377121
1981-05-29,0.11325564235448837
1981-06-01,0.11325564235448837
1981-06-02,0.10770004987716675
1981-06-03,0.10770004987716675
1981-06-04,0.10983680933713913
1981-06-05,0.10812737047672272
1981-06-08,0.10428120940923691
1981-06-09,0.10641798377037048
1981-06-10,0.10770004987716675
1981-06-11,0.11240092664957047
1981-06-12,0.11111888289451599
1981-06-15,0.11069153994321823
1981-06-16,0.10855477303266525
1981-06-17,0.10684537142515182
1981-06-18,0.10641798377037048
1981-06-19,0.10342653840780258
1981-06-22,0.0995795950293541
1981-06-23,0.10128896683454514
1981-06-24,0.0987248495221138
1981-06-25,0.10086165368556976
1981-06-26,0.0995795950293541
1981-06-29,0.09616076201200485
1981-06-30,0.08889495581388474
1981-07-01,0.08804024755954742
1981-07-02,0.08804024755954742
1981-07-06,0.08504876494407654
1981-07-07,0.08590349555015564
1981-07-08,0.08932231366634369
1981-07-09,0.0824846625328064
1981-07-10,0.07607357203960419
1981-07-13,0.0777837410569191
1981-07-14,0.08120259642601013
1981-07-15,0.0833393782377243
1981-07-16,0.08547612279653549
1981-07-17,0.08846761286258698
1981-07-20,0.0824846625328064
1981-07-21,0.08205727487802505
1981-07-22,0.07735563069581985
1981-07-23,0.0794931948184967
1981-07-24,0.08205727487802505
1981-07-27,0.08547612279653549
1981-07-28,0.0824846625328064
1981-07-29,0.08120259642601013
1981-07-30,0.08419406414031982
1981-07-31,0.08547612279653549
1981-08-03,0.08462140709161758
1981-08-04,0.08590349555015564
1981-08-05,0.08846761286258698
1981-08-06,0.0863308236002922
1981-08-07,0.0863308236002922
1981-08-10,0.0863308236002922
1981-08-11,0.08376669138669968
1981-08-12,0.08205727487802505
1981-08-13,0.0794931948184967
1981-08-14,0.07821112871170044
1981-08-17,0.07564622908830643
1981-08-18,0.07393680512905121
1981-08-19,0.07308211177587509
1981-08-20,0.07393680512905121
1981-08-21,0.06880858540534973
1981-08-24,0.0645342543721199
1981-08-25,0.06624443829059601
1981-08-26,0.06496158987283707
1981-08-27,0.06538897752761841
1981-08-28,0.06880858540534973
1981-08-31,0.06880858540534973
1981-09-01,0.07308211177587509
1981-09-02,0.07436419278383255
1981-09-03,0.07051799446344376
1981-09-04,0.06966324150562286
1981-09-08,0.06752648949623108
1981-09-09,0.06752648949623108
1981-09-10,0.06795385479927063
1981-09-11,0.06709913909435272
1981-09-14,0.06496158987283707
1981-09-15,0.06325218826532364
1981-09-16,0.06197013333439827
1981-09-17,0.06026072055101395
1981-09-18,0.0606880746781826
1981-09-21,0.06111542880535126
1981-09-22,0.05769660696387291
1981-09-23,0.05641452595591545
1981-09-24,0.055987175554037094
1981-09-25,0.048721399158239365
1981-09-28,0.049148738384246826
1981-09-29,0.051712874323129654
1981-09-30,0.052140239626169205
1981-10-01,0.052140239626169205
1981-10-02,0.05641452595591545
1981-10-05,0.05812395364046097
1981-10-06,0.05769660696387291
1981-10-07,0.06111542880535126
1981-10-08,0.06325218826532364
1981-10-09,0.0636795312166214
1981-10-12,0.06581709533929825
1981-10-13,0.06581709533929825
1981-10-14,0.06197013333439827
1981-10-15,0.06325218826532364
1981-10-16,0.062397491186857224
1981-10-19,0.0636795312166214
1981-10-20,0.06709913909435272
